,index,CTYNAME,GDP2019,CTYNAME,POPESTIMATE2019
3020,3072.0,Clay,"119,758",Kittitas County,47856
3021,3073.0,Doddridge,"1,478,549",Klickitat County,22433
3022,3074.0,Fayette,"1,024,217",Lewis County,80599
3023,3075.0,Gilmer,"183,047",Lincoln County,10938
3024,3076.0,Grant,"391,569",Mason County,66939
3025,3077.0,Greenbrier,"1,073,935",Okanogan County,42403
3026,3078.0,Hampshire,"379,825",Pacific County,22517
3027,3079.0,Hancock,"1,108,227",Pend Oreille County,13726
3028,3080.0,Hardy,"526,454",Pierce County,905719
3029,3081.0,Harrison,"4,377,636",San Juan County,17352
3030,3082.0,Jackson,"944,867",Skagit County,129181
3031,3083.0,Jefferson,"1,609,123",Skamania County,12096
3032,3084.0,Kanawha,"9,747,858",Snohomish County,822413
3033,3085.0,Lewis,"665,325",Spokane County,522231
3034,3086.0,Lincoln,"246,754",Stevens County,45815
3035,3087.0,Logan,"1,306,305",Thurston County,289661
3036,3088.0,McDowell,"586,172",Wahkiakum County,4420
3037,3089.0,Marion,"2,268,371",Walla Walla County,61062
3038,3090.0,Marshall,"2,848,741",Whatcom County,228675
3039,3091.0,Mason,"714,968",Whitman County,50136
3040,3092.0,Mercer,"1,548,261",Yakima County,251552
3041,3093.0,Mineral,"726,940",West Virginia,1795263
3042,3094.0,Mingo,"661,582",Barbour County,16466
3043,3095.0,Monongalia,"6,116,729",Berkeley County,119623
3044,3096.0,Monroe,"169,047",Boone County,21352
3045,3097.0,Morgan,"302,883",Braxton County,13894
3046,3098.0,Nicholas,"583,478",Brooke County,21924
3047,3099.0,Ohio,"3,420,746",Cabell County,91897
3048,3100.0,Pendleton,"138,189",Calhoun County,7077
3049,3101.0,Pleasants,"422,536",Clay County,8506
3050,3102.0,Pocahontas,"241,787",Doddridge County,8451
3051,3103.0,Preston,"683,202",Fayette County,42500
3052,3104.0,Putnam,"2,592,552",Gilmer County,7888
3053,3105.0,Raleigh,"2,889,597",Grant County,11486
3054,3106.0,Randolph,"817,551",Greenbrier County,34634
3055,3107.0,Ritchie,"731,336",Hampshire County,23213
3056,3108.0,Roane,"282,233",Hancock County,28834
3057,3109.0,Summers,"190,107",Hardy County,13825
3058,3110.0,Taylor,"575,134",Harrison County,67339
3059,3111.0,Tucker,"292,143",Jackson County,28661
3060,3112.0,Tyler,"681,423",Jefferson County,57347
3061,3113.0,Upshur,"700,279",Kanawha County,178393
3062,3114.0,Wayne,"961,678",Lewis County,15877
3063,3115.0,Webster,"154,672",Lincoln County,20453
3064,3116.0,Wetzel,"977,845",Logan County,31989
3065,3117.0,Wirt,"61,369",McDowell County,17600
3066,3118.0,Wood,"3,115,737",Marion County,56077
3067,3119.0,Wyoming,"551,634",Marshall County,30558
3068,3121.0,Wisconsin,"303,891,178",Mason County,26572
3069,3122.0,Adams,"532,566",Mercer County,58823
3070,3123.0,Ashland,"674,573",Mineral County,26904
3071,3124.0,Barron,"1,980,728",Mingo County,23390
3072,3125.0,Bayfield,"419,615",Monongalia County,106281
3073,3126.0,Brown,"16,948,230",Monroe County,13295
3074,3127.0,Buffalo,"448,784",Morgan County,17875
3075,3128.0,Burnett,"485,969",Nicholas County,24569
3076,3129.0,Calumet,"1,544,541",Ohio County,41626
3077,3130.0,Chippewa,"2,698,020",Pendleton County,6960
3078,3131.0,Clark,"1,418,479",Pleasants County,7416
3079,3132.0,Columbia,"2,598,307",Pocahontas County,8274
3080,3133.0,Crawford,"679,143",Preston County,33479
3081,3134.0,Dane,"40,879,006",Putnam County,56507
3082,3135.0,Dodge,"3,356,258",Raleigh County,73659
3083,3136.0,Door,"1,225,342",Randolph County,28670
3084,3137.0,Douglas,"1,730,178",Ritchie County,9616
3085,3138.0,Dunn,"1,698,717",Roane County,13651
3086,3139.0,Eau Claire,"5,920,439",Summers County,12536
3087,3140.0,Florence,"134,261",Taylor County,16707
3088,3141.0,Fond du Lac,"4,844,569",Tucker County,6891
3089,3142.0,Forest,"283,358",Tyler County,8622
3090,3143.0,Grant,"2,190,118",Upshur County,24315
3091,3144.0,Green,"1,670,052",Wayne County,39552
3092,3145.0,Green Lake,"578,742",Webster County,8179
3093,3146.0,Iowa,"1,022,840",Wetzel County,15130
3094,3147.0,Iron,"163,936",Wirt County,5783
3095,3148.0,Jackson,"810,108",Wood County,83668
3096,3149.0,Jefferson,"3,263,417",Wyoming County,20449
3097,3150.0,Juneau,"870,455",Wisconsin,5824581
3098,3151.0,Kenosha,"6,404,892",Adams County,20268
3099,3152.0,Kewaunee,"866,477",Ashland County,15506
3100,3153.0,La Crosse,"6,859,464",Barron County,45226
3101,3154.0,Lafayette,"572,128",Bayfield County,15172
3102,3155.0,Langlade,"701,086",Brown County,263899
3103,3156.0,Lincoln,"1,231,413",Buffalo County,13012
3104,3157.0,Manitowoc,"3,690,268",Burnett County,15390
3105,3158.0,Marathon,"8,151,531",Calumet County,50112
3106,3159.0,Marinette,"1,866,945",Chippewa County,64692
3107,3160.0,Marquette,"404,332",Clark County,34785
3108,3161.0,Menominee,"149,457",Columbia County,57537
3109,3162.0,Milwaukee,"52,958,592",Crawford County,16121
3110,3163.0,Monroe,"2,140,411",Dane County,547637
3111,3164.0,Oconto,"1,001,617",Dodge County,87626
3112,3165.0,Oneida,"1,560,208",Door County,27752
3113,3166.0,Outagamie,"11,839,511",Douglas County,43506
3114,3167.0,Ozaukee,"4,981,660",Dunn County,45384
3115,3168.0,Pepin,"258,933",Eau Claire County,104466
3116,3169.0,Pierce,"1,082,541",Florence County,4300
3117,3170.0,Polk,"1,464,080",Fond du Lac County,103079
3118,3171.0,Portage,"3,871,435",Forest County,9034
3119,3172.0,Price,"574,815",Grant County,51509
3120,3173.0,Racine,"7,328,811",Green County,36853
3121,3174.0,Richland,"731,935",Green Lake County,18910
3122,3175.0,Rock,"6,847,338",Iowa County,23648
3123,3176.0,Rusk,"531,227",Iron County,5688
3124,3177.0,St. Croix,"3,641,553",Jackson County,20676
3125,3178.0,Sauk,"3,581,017",Jefferson County,84829
3126,3179.0,Sawyer,"612,093",Juneau County,26688
3127,3180.0,Shawano,"1,331,621",Kenosha County,169760
3128,3181.0,Sheboygan,"6,503,641",Kewaunee County,20451
3129,3182.0,Taylor,"840,199",La Crosse County,118151
3130,3183.0,Trempealeau,"1,278,332",Lafayette County,16667
3131,3184.0,Vernon,"1,013,205",Langlade County,19208
3132,3185.0,Vilas,"837,370",Lincoln County,27596
3133,3186.0,Walworth,"4,026,693",Manitowoc County,78785
3134,3187.0,Washburn,"548,091",Marathon County,135697
3135,3188.0,Washington,"6,157,756",Marinette County,40256
3136,3189.0,Waukesha,"28,533,170",Marquette County,15537
3137,3190.0,Waupaca,"1,892,753",Menominee County,4553
3138,3191.0,Waushara,"623,833",Milwaukee County,947011
3139,3192.0,Winnebago,"9,704,179",Monroe County,46674
3140,3193.0,Wood,"3,683,297",Oconto County,38057
3141,3195.0,Wyoming,"38,628,445",Oneida County,35607
3142,3196.0,Albany,"1,341,209",Outagamie County,187927
3143,3197.0,Big Horn,"502,059",Ozaukee County,89597
3144,3198.0,Campbell,"5,458,527",Pepin County,7265
3145,3199.0,Carbon,"1,733,793",Pierce County,42768
3146,3200.0,Converse,"1,767,039",Polk County,43705
3147,3201.0,Crook,"288,439",Portage County,70943
3148,3202.0,Fremont,"1,607,240",Price County,13347
3149,3203.0,Goshen,"491,917",Racine County,196204
3150,3204.0,Hot Springs,"283,627",Richland County,17313
3151,3205.0,Johnson,"440,162",Rock County,163120
3152,3206.0,Laramie,"5,582,066",Rusk County,14091
3153,3207.0,Lincoln,"852,156",St. Croix County,90691
3154,3208.0,Natrona,"5,555,850",Sauk County,64420
3155,3209.0,Niobrara,"127,318",Sawyer County,16540
3156,3210.0,Park,"1,410,646",Shawano County,40794
3157,3211.0,Platte,"561,748",Sheboygan County,115232
3158,3212.0,Sheridan,"1,288,943",Taylor County,20340
3159,3213.0,Sublette,"1,617,641",Trempealeau County,29583
3160,3214.0,Sweetwater,"3,677,972",Vernon County,30877
3161,3215.0,Teton,"2,268,742",Vilas County,22153
3162,3216.0,Uinta,"881,052",Walworth County,103898
3163,3217.0,Washakie,"349,686",Washburn County,15764
3164,3218.0,Weston,"322,576",Washington County,136302
3165,,,,Waukesha County,404545
3166,,,,Waupaca County,50863
3167,,,,Waushara County,24388
3168,,,,Winnebago County,171801
3169,,,,Wood County,72795
3170,,,,Wyoming,580116
3171,,,,Albany County,38819
3172,,,,Big Horn County,11746
3173,,,,Campbell County,46420
3174,,,,Carbon County,14832
3175,,,,Converse County,13865
3176,,,,Crook County,7573
3177,,,,Fremont County,39467
3178,,,,Goshen County,13225
3179,,,,Hot Springs County,4415
3180,,,,Johnson County,8548
3181,,,,Laramie County,99865
3182,,,,Lincoln County,19934
3183,,,,Natrona County,79734
3184,,,,Niobrara County,2340
3185,,,,Park County,29192
3186,,,,Platte County,8475
3187,,,,Sheridan County,30597
3188,,,,Sublette County,9867
3189,,,,Sweetwater County,42917
3190,,,,Teton County,23385
3191,,,,Uinta County,20196
3192,,,,Washakie County,7824
3193,,,,Weston County,6880
